timestamp,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,wind_deg,pressure,rainfall,pbl_height,station_id,temp_gradient,is_demo,pm25_x_humidity,pm25_x_temp,pm25_x_wind_speed,pm25_div_pbl,ventilation_coeff,stagnation_indicator,inversion_indicator,lagged_pm25_coupling,dispersion_status,pollution_risk_level,pm25_target_1h,pm25_target_3h,pm25_target_6h,pm25_target_12h,pm25_target_24h,data_source
2024-01-01 00:00:00,146.7,212.3,87.2,99.1,2.849,12.0,6.9,99,1.58,342,993.6,0.0,15.0,Anand_Vihar,0.8,0,14523.3,1012.23,231.786,9.779993480004348,23.700000000000003,0,1,6.189870805961684,SEVERE TRAPPING,HIGH,130.4,107.8,87.8,75.7,141.6,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 01:00:00,130.4,188.6,76.9,74.0,2.523,16.0,6.4,100,1.71,339,993.5,0.0,20.0,Anand_Vihar,0.8,0,13040.0,834.5600000000001,222.984,6.519996740001631,34.2,0,1,3.812864382203396,SEVERE TRAPPING,HIGH,117.8,100.1,91.5,62.9,127.6,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 02:00:00,117.8,170.4,67.0,53.6,2.215,20.0,6.1,100,1.53,328,993.2,0.0,25.0,Anand_Vihar,0.8,0,11780.0,718.5799999999999,180.234,4.711998115200754,38.25,0,1,3.079737756931305,SEVERE TRAPPING,MODERATE,107.8,88.9,93.1,57.5,114.8,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 03:00:00,107.8,156.0,56.9,42.1,1.932,24.0,5.8,100,1.63,317,993.2,0.0,35.0,Anand_Vihar,0.8,0,10780.0,625.24,175.71399999999997,3.079999120000251,57.05,0,1,1.889570220934229,SEVERE TRAPPING,MODERATE,100.1,87.8,95.2,56.6,105.0,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 04:00:00,100.1,144.8,47.3,35.3,1.666,28.0,6.1,100,1.22,305,993.4,0.0,45.0,Anand_Vihar,0.8,0,10010.0,610.6099999999999,122.122,2.2244439501235664,54.9,1,1,1.82331478628146,SEVERE TRAPPING,MODERATE,88.9,91.5,91.7,57.4,97.6,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 05:00:00,88.9,128.1,35.6,28.1,1.315,31.0,6.2,100,1.36,306,993.4,0.0,45.0,Anand_Vihar,0.8,0,8890.0,551.1800000000001,120.904,1.975555116543308,61.2,1,1,1.4526141417297154,SEVERE TRAPPING,MODERATE,87.8,93.1,87.3,91.5,90.6,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 06:00:00,87.8,126.2,36.3,31.0,1.393,27.0,9.7,91,1.04,343,994.9,0.0,45.0,Anand_Vihar,0.8,0,7989.8,851.6599999999999,91.312,1.9511106775309603,46.8,1,1,1.8760679751991505,SEVERE TRAPPING,MODERATE,91.5,95.2,75.7,104.3,79.4,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 07:00:00,91.5,131.8,37.1,35.0,1.497,24.0,9.9,90,1.0,354,995.3,0.0,45.0,Anand_Vihar,-0.6,0,8235.0,905.85,91.5,2.0333328814815816,45.0,1,0,2.0333328814815816,SEVERE TRAPPING,MODERATE,93.1,91.7,62.9,116.2,81.3,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 08:00:00,93.1,134.1,37.3,37.8,1.548,31.0,10.8,87,1.32,351,996.0,0.0,45.0,Anand_Vihar,-0.6,0,8099.7,1005.48,122.892,2.0688884291359044,59.400000000000006,1,0,1.5673398034781472,SEVERE TRAPPING,MODERATE,95.2,87.3,57.5,129.9,77.8,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 09:00:00,95.2,136.9,36.7,37.4,1.514,59.0,11.9,80,1.61,353,996.6,0.0,45.0,Anand_Vihar,-0.6,0,7616.0,1132.88,153.27200000000002,2.115555085432203,72.45,0,0,1.3140094804679805,SEVERE TRAPPING,MODERATE,91.7,75.7,56.6,142.5,77.5,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 10:00:00,91.7,131.8,35.5,35.8,1.427,98.0,13.0,72,1.24,346,996.7,0.0,45.0,Anand_Vihar,-0.6,0,6602.400000000001,1192.1,113.708,2.037777324938372,55.8,1,0,1.643368881116688,SEVERE TRAPPING,MODERATE,87.3,62.9,57.4,153.2,75.7,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 11:00:00,87.3,125.7,33.2,37.2,1.304,132.0,14.0,69,0.94,328,995.9,0.0,45.0,Anand_Vihar,-0.6,0,6023.7,1222.2,82.062,1.9399995688889844,42.3,1,0,2.0638292993311347,SEVERE TRAPPING,MODERATE,75.7,57.5,91.5,154.1,74.5,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 12:00:00,75.7,109.9,27.6,45.4,1.104,161.0,15.1,66,1.06,311,994.7,0.0,45.0,Anand_Vihar,-0.6,0,4996.2,1143.07,80.242,1.6822218483951448,47.7,1,0,1.5870017637312863,SEVERE TRAPPING,MODERATE,62.9,56.6,104.3,141.6,74.0,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 13:00:00,62.9,92.0,21.0,56.5,0.867,184.0,15.9,64,1.44,304,993.7,0.0,45.0,Anand_Vihar,-0.6,0,4025.6,1000.11,90.576,1.3977774671605627,64.8,1,0,0.9706788625495584,SEVERE TRAPPING,MODERATE,57.5,57.4,116.2,127.6,72.4,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 14:00:00,57.5,85.0,19.7,63.8,0.73,192.0,16.4,62,1.78,308,992.8,0.0,45.0,Anand_Vihar,-0.6,0,3565.0,943.0,102.35,1.2777774938272235,80.1,0,0,0.7178525945252692,SEVERE TRAPPING,LOW,56.6,91.5,129.9,114.8,71.2,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 15:00:00,56.6,83.8,27.5,62.2,0.742,173.0,16.5,62,2.27,311,992.4,0.0,45.0,Anand_Vihar,-0.6,0,3509.2000000000003,933.9,128.482,1.257777498271667,102.15,0,0,0.5540870725318577,SEVERE TRAPPING,LOW,57.4,104.3,142.5,105.0,71.5,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 16:00:00,57.4,85.0,40.6,56.7,0.854,138.0,15.9,65,2.27,319,992.1,0.0,45.0,Anand_Vihar,-0.6,0,3731.0,912.66,130.298,1.2755552720988284,102.15,0,0,0.5619186919316013,SEVERE TRAPPING,LOW,91.5,116.2,153.2,97.6,72.4,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 17:00:00,91.5,136.0,50.8,49.9,0.97,90.0,13.2,79,1.84,319,992.0,0.0,45.0,Anand_Vihar,-0.6,0,7228.5,1207.8,168.36,2.0333328814815816,82.8,0,0,1.105072330305274,SEVERE TRAPPING,MODERATE,104.3,129.9,154.1,90.6,89.9,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 18:00:00,104.3,153.7,58.1,57.6,1.223,71.0,10.8,88,1.7,320,993.4,0.0,45.0,Anand_Vihar,-0.6,0,9178.4,1126.44,177.31,2.3177772627161635,76.5,0,0,1.363398514588429,SEVERE TRAPPING,MODERATE,116.2,142.5,141.6,79.4,120.1,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 19:00:00,116.2,170.4,68.2,68.5,1.58,45.0,9.8,92,1.7,310,993.9,0.0,45.0,Anand_Vihar,-0.6,0,10690.4,1138.7600000000002,197.54,2.582221648395189,76.5,0,0,1.518954049809928,SEVERE TRAPPING,MODERATE,129.9,153.2,127.6,81.3,144.8,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 20:00:00,129.9,189.5,76.1,77.9,1.9,24.0,9.0,93,1.8,304,994.3,0.0,45.0,Anand_Vihar,-0.6,0,12080.7,1169.1,233.82,2.886666025185328,81.0,0,0,1.6037035057156166,SEVERE TRAPPING,HIGH,142.5,154.1,114.8,77.8,158.3,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 21:00:00,142.5,207.7,80.8,86.4,2.176,14.0,8.2,95,1.64,308,994.4,0.0,45.0,Anand_Vihar,0.8,0,13537.5,1168.5,233.7,3.166665962963119,73.8,0,1,1.9308940473043297,SEVERE TRAPPING,HIGH,153.2,141.6,105.0,77.5,163.4,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 22:00:00,153.2,222.6,83.3,93.5,2.415,11.0,7.4,96,1.56,310,994.4,0.0,45.0,Anand_Vihar,0.8,0,14707.2,1133.68,238.992,3.404443687901402,70.2,0,1,2.182335871462126,SEVERE TRAPPING,HIGH,154.1,127.6,97.6,75.7,161.6,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-01 23:00:00,154.1,223.1,81.9,93.4,2.503,10.0,6.8,97,1.56,310,994.0,0.0,45.0,Anand_Vihar,0.8,0,14947.7,1047.88,240.396,3.4244436834569587,70.2,0,1,2.195156382456356,SEVERE TRAPPING,HIGH,141.6,114.8,90.6,74.5,151.8,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 00:00:00,141.6,204.9,74.3,80.6,2.339,13.0,6.1,98,1.77,313,993.7,0.0,45.0,Anand_Vihar,0.8,0,13876.8,863.7599999999999,250.632,3.1466659674075625,79.65,0,1,1.7777775545790888,SEVERE TRAPPING,HIGH,127.6,105.0,79.4,74.0,140.2,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 01:00:00,127.6,184.4,62.9,60.7,2.024,18.0,5.6,99,1.84,315,993.1,0.0,45.0,Anand_Vihar,0.8,0,12632.4,714.56,234.784,2.8355549254322385,82.8,0,1,1.5410626158136935,SEVERE TRAPPING,HIGH,114.8,97.6,81.3,72.4,131.8,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 02:00:00,114.8,165.8,52.4,44.5,1.747,24.0,5.3,99,1.7,310,993.0,0.0,45.0,Anand_Vihar,0.8,0,11365.2,608.4399999999999,195.16,2.5511105441976567,76.5,0,1,1.5006533986073989,SEVERE TRAPPING,MODERATE,105.0,90.6,77.8,71.2,126.7,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 03:00:00,105.0,151.3,44.1,36.1,1.559,29.0,4.9,100,1.66,303,992.7,0.0,45.0,Anand_Vihar,0.8,0,10500.0,514.5,174.29999999999998,2.3333328148149297,74.7,0,1,1.4056223017908565,SEVERE TRAPPING,MODERATE,97.6,79.4,77.5,71.5,124.3,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 04:00:00,97.6,140.6,36.9,31.3,1.41,33.0,4.7,100,1.44,304,992.6,0.0,45.0,Anand_Vihar,0.8,0,9760.0,458.72,140.54399999999998,2.168888406913687,64.8,1,1,1.5061726070721284,SEVERE TRAPPING,MODERATE,90.6,81.3,75.7,72.4,124.8,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 05:00:00,90.6,129.9,28.2,25.1,1.246,44.0,4.4,100,1.49,312,992.7,0.0,45.0,Anand_Vihar,0.8,0,9060.0,398.64,134.994,2.013332885926025,67.05,1,1,1.351230223530168,SEVERE TRAPPING,MODERATE,79.4,77.8,74.5,89.9,120.6,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 06:00:00,79.4,114.6,26.3,26.4,1.2,54.0,7.9,92,1.92,332,994.1,0.0,45.0,Anand_Vihar,0.8,0,7304.8,627.2600000000001,152.448,1.764444052345766,86.39999999999999,0,1,0.9189813751178966,SEVERE TRAPPING,MODERATE,81.3,77.5,74.0,120.1,119.7,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 07:00:00,81.3,116.9,23.8,28.4,1.135,69.0,8.4,91,1.75,336,995.0,0.0,45.0,Anand_Vihar,-0.6,0,7398.3,682.92,142.275,1.8066662651852743,78.75,0,0,1.032380821284975,SEVERE TRAPPING,MODERATE,77.8,75.7,72.4,144.8,120.6,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 08:00:00,77.8,112.5,21.9,31.1,1.077,83.0,9.2,88,1.84,347,995.7,0.0,45.0,Anand_Vihar,-0.6,0,6846.4,715.7599999999999,143.152,1.7288885046914433,82.8,0,0,0.9396134130901674,SEVERE TRAPPING,MODERATE,77.5,74.5,71.2,158.3,121.5,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 09:00:00,77.5,112.0,21.4,35.0,1.035,94.0,9.9,83,1.12,10,996.4,0.0,45.0,Anand_Vihar,-0.6,0,6432.5,767.25,86.80000000000001,1.7222218395062578,50.400000000000006,1,0,1.5376981075995817,SEVERE TRAPPING,MODERATE,75.7,74.0,71.5,163.4,119.7,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 10:00:00,75.7,110.1,21.5,39.6,0.999,106.0,11.1,76,0.36,34,996.5,0.0,45.0,Anand_Vihar,-0.6,0,5753.2,840.27,27.252,1.6822218483951448,16.2,1,0,4.672836621705789,SEVERE TRAPPING,MODERATE,74.5,72.4,72.4,161.6,122.5,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 11:00:00,74.5,108.7,21.6,43.9,0.967,120.0,12.2,70,0.32,18,995.5,0.0,45.0,Anand_Vihar,-0.6,0,5215.0,908.9,23.84,1.6555551876544026,14.4,1,0,5.1736075183281125,SEVERE TRAPPING,MODERATE,74.0,71.2,89.9,151.8,108.3,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 12:00:00,74.0,108.3,20.0,47.8,0.924,145.0,13.4,67,0.5,360,994.3,0.0,45.0,Anand_Vihar,-0.6,0,4958.0,991.6,37.0,1.6444440790124268,22.5,1,0,3.288887427161144,SEVERE TRAPPING,MODERATE,72.4,71.5,120.1,140.2,89.4,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 13:00:00,72.4,106.2,18.4,51.4,0.885,172.0,14.4,65,0.81,353,993.3,0.0,45.0,Anand_Vihar,-0.6,0,4706.0,1042.5600000000002,58.644000000000005,1.608888531358104,36.45,1,0,1.9862820339418288,SEVERE TRAPPING,MODERATE,71.2,72.4,144.8,131.8,88.7,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 14:00:00,71.2,105.0,20.9,53.8,0.896,184.0,15.1,63,0.98,336,992.3,0.0,45.0,Anand_Vihar,-0.6,0,4485.6,1075.12,69.776,1.582221870617362,44.1,1,0,1.6145121055528104,SEVERE TRAPPING,MODERATE,71.5,89.9,158.3,126.7,88.0,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 15:00:00,71.5,105.2,30.2,53.1,0.957,169.0,15.2,63,1.48,332,991.9,0.0,45.0,Anand_Vihar,-0.6,0,4504.5,1086.8,105.82,1.5888885358025475,66.6,1,0,1.0735734123763645,SEVERE TRAPPING,MODERATE,72.4,120.1,163.4,124.3,88.2,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 16:00:00,72.4,106.4,43.5,51.2,1.069,138.0,14.5,65,1.97,336,991.6,0.0,45.0,Anand_Vihar,-0.6,0,4706.0,1049.8000000000002,142.628,1.608888531358104,88.65,0,0,0.8166947753305386,SEVERE TRAPPING,MODERATE,89.9,144.8,161.6,124.8,89.6,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 17:00:00,89.9,131.3,58.7,54.4,1.275,107.0,11.7,79,1.75,347,991.7,0.0,45.0,Anand_Vihar,-0.6,0,7102.1,1051.83,157.32500000000002,1.997777333827259,78.75,0,0,1.1415871566238531,SEVERE TRAPPING,MODERATE,120.1,158.3,151.8,120.6,103.1,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 18:00:00,120.1,174.2,73.5,70.2,1.762,80.0,9.6,89,1.75,329,992.9,0.0,45.0,Anand_Vihar,-0.6,0,10688.9,1152.9599999999998,210.175,2.668888295802601,78.75,0,0,1.5250791714185177,SEVERE TRAPPING,HIGH,144.8,163.4,140.2,119.7,124.3,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 19:00:00,144.8,209.5,93.7,91.6,2.43,43.0,8.8,92,1.78,322,993.2,0.0,45.0,Anand_Vihar,-0.6,0,13321.6,1274.2400000000002,257.744,3.217777062716208,80.1,0,0,1.807740098908852,SEVERE TRAPPING,HIGH,158.3,161.6,131.8,120.6,131.8,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
2024-01-02 20:00:00,158.3,229.1,106.5,104.6,2.899,16.0,8.0,93,1.64,322,993.1,0.0,45.0,Anand_Vihar,-0.6,0,14721.9,1266.4,259.612,3.5177769960495566,73.8,0,0,2.144986159215968,SEVERE TRAPPING,HIGH,163.4,151.8,126.7,121.5,135.5,Open-Meteo CAMS / ECMWF Reanalysis (Real-Time Satellite & Atmospheric Stream)
